Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team,Sales_Level
Koss   ,Barrows Inc Pharmacy,Teltow,Germany,52.4022,13.2706,Hospital,Private,Primapion,Antibiotics,400,492,196800,February,2020,Steve Pepple,Tracy Banks,Bravo,High
Erdman  ,"Haag, Bradtke and Terry Pharm",Hanau,Germany,50.1328,8.9169,Hospital,Government,Apromin,Antiseptics,,375,67500,February,2020,Daniel Gates,Alisha Cordwell,Charlie,Low
Koss   ,Crist Ltd Pharma Plc,Willich,Germany,51.2631,6.5492,Hospital,Government,Lovavatol Azelavarix,Mood Stabilizers,160,106,16960,February,2020,Stella Given,Alisha Cordwell,Charlie,Medium
Koss   ,Reinger Group Pharmaceutical Limited,Schwerin,Germany,53.6333,11.4167,Pharmacy,Institution,Ganineva Agenium,Antiseptics,4,390,1560,February,2020,Morris Garcia,Tracy Banks,Bravo,Low
Erdman  ,Marquardt PLC Pharmaceutical Ltd,Offenburg,Germany,48.4708,7.9408,Hospital,Government,Sevoderm,Antipiretics,50,663,33150,February,2020,Thompson Crawford,James Goodwill,Alfa,High
Gerlach LLC ,Botsford PLC ,Reutlingen,Germany,48.4833,9.2167,Hospital,Government,Sumanazole,Analgesics,,529,5290,February,2020,Daniel Gates,Alisha Cordwell,Charlie,Medium
Koss   ,Dach PLC ,Deggendorf,Germany,48.8353,12.9644,Hospital,Private,Insozyme,Antiseptics,100,655,65500,February,2020,Anne Wu,,Delta,High
Koss   ,"Kuphal, Herzog and Purdy ",Berlin,Germany,52.5167,13.3833,Hospital,Government,Amcibax Amcikeran,Analgesics,5,319,1595,February,2020,Daniel Gates,Alisha Cordwell,Charlie,Low
Koss   ,"Heathcote, Kovacek and Parker ",Hof,Germany,50.3167,11.9167,Pharmacy,Retail,Alimmethate Insudase,Analgesics,30,624,18720,February,2020,Jimmy Grey,Alisha Cordwell,Charlie,Medium
Erdman  ,Purdy Ltd Pharm,Korbach,Germany,51.2719,8.8731,Pharmacy,Retail,Malaxolol Aeroprosyn,Antiseptics,2,502,1004,February,2020,Morris Garcia,Tracy Banks,Bravo,Low
Koss   ,"Schowalter, Runolfsson and VonRueden Pharmaceutical Limited",Neuss,Germany,51.2003,6.6939,Hospital,Private,Travoloride,Antiseptics,200,785,157000,February,2020,Sheila Stones,Britanny Bold,Delta,High
Koss   ,Fadel-West Pharmacy,Ditzingen,Germany,48.8264,9.0667,Hospital,Government,Victomine,Antimalarial,150,705,,February,2020,Anne Wu,Britanny Bold,Delta,High
Gerlach LLC ,"Gleichner, Bahringer and Morar Pharmacy",Brilon,Germany,51.3956,8.5678,Hospital,Private,Sodinel Olofribrate,Antimalarial,110,50,5500,February,2020,Erica Jones,James Goodwill,Alfa,Low
Gerlach LLC ,"Erdman, Senger and Oberbrunner Pharmaceutical Ltd",Geretsried,Germany,47.8667,11.4667,Hospital,Private,Amlominphen Dexanovate,Analgesics,15,119,1785,February,2020,Steve Pepple,Tracy Banks,Bravo,Low
Gerlach LLC ,Abernathy Group ,Horb am Neckar,Germany,48.445,8.6911,Hospital,Government,Brimorix Amonine,Antibiotics,5,398,1990,March,2017,Erica Jones,James Goodwill,Alfa,Low
Gerlach LLC ,"Buckridge, Hand and Hyatt Pharmaceutical Ltd",Bad Neuenahr-Ahrweiler,Germany,50.5447,7.1133,Pharmacy,Institution,Malavirine Alimdine,Mood Stabilizers,30,767,23010,March,2017,Sheila Stones,Britanny Bold,Delta,Medium
Schaefer LLC ,Fahey-Flatley ,Hagen,Germany,51.3594,7.475,Hospital,Government,Alimmethate Insudase,Analgesics,30,624,18720,March,2017,Steve Pepple,Tracy Banks,Bravo,Medium
Gerlach LLC ,Barton Ltd Pharmaceutical Limited,Celle,Germany,52.6256,10.0825,Pharmacy,Retail,Enzastryl,Antiseptics,10,26,260,March,2017,Jimmy Grey,Alisha Cordwell,Charlie,Low
Crist Inc ,Welch-Langworth Pharm,Papenburg,Germany,53.0667,,Hospital,Private,Kinovatol,Analgesics,5,370,1850,March,2017,Steve Pepple,Tracy Banks,Bravo,Low
Koss   ,Cartwright-Fay ,Stolberg,Germany,50.7667,6.2333,Hospital,Government,Symbitrim,Analgesics,,536,107200,March,2017,Stella Given,Alisha Cordwell,Charlie,Medium
Erdman  ,Crist LLC ,Mühlacker,Germany,,8.8392,Pharmacy,Institution,Rebedase Aplencor,Mood Stabilizers,,180,,March,2017,Erica Jones,James Goodwill,Alfa,Low
Gerlach LLC ,Gerlach LLC Pharmacy,Hofheim,Germany,50.0876,8.4447,Pharmacy,Retail,Alemtuvatol Megalinum,Analgesics,6,682,,March,2017,Mary Gerrard,Britanny Bold,Delta,Low
Koss   ,McCullough LLC Pharmaceutical Ltd,Lage,Germany,51.9833,8.8,Pharmacy,Retail,Alemtuvatol Megalinum,Analgesics,30,682,20460,March,2017,Abigail Thompson,Tracy Banks,Bravo,Medium
Erdman  ,Bayer LLC Pharm,Neunkirchen,Germany,49.3448,7.1799,Hospital,Government,Trazozaprine,Mood Stabilizers,96,708,,March,2017,Jessica Smith,Britanny Bold,Delta,High
Gerlach LLC ,"Hills, Stroman and Ernser Pharmaceutical Ltd",Zittau,Germany,50.8961,14.8072,Pharmacy,Institution,Saprodeine Zanprosyn,Antibiotics,34,215,7310,March,2017,Stella Given,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Cassin PLC Pharma Plc,Mühldorf,Germany,48.2456,12.5228,Pharmacy,Retail,Ionclotide,Analgesics,,631,6310,March,2017,Erica Jones,James Goodwill,Alfa,Medium
Gerlach LLC ,"Funk, Ratke and Heaney ",Bad Dürkheim,Germany,49.4618,8.1724,Pharmacy,Retail,Metapatch,Antipiretics,20,438,8760,March,2017,Steve Pepple,Tracy Banks,Bravo,Medium
Rohan and Sons  ,"Rodriguez, Stokes and Dickens ",Ostfildern,Germany,48.7228,9.2631,Hospital,Government,Theopril,Antipiretics,170,768,130560,March,2017,Alan Ray,James Goodwill,Alfa,High
Gerlach LLC ,Veum-Kerluke Pharma Plc,Wismar,Germany,53.8925,11.465,Pharmacy,Retail,Factofribrate,Mood Stabilizers,2,99,198,March,2017,Stella Given,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Roob PLC Pharm,Weiterstadt,Germany,49.9,8.6,Hospital,Government,Rebedase Aplencor,Mood Stabilizers,-50,180,-9000,March,2017,Steve Pepple,Tracy Banks,Bravo,Low
Koss   ,Koch-Osinski Pharmaceutical Ltd,Sankt Augustin,Germany,50.77,7.1867,Hospital,Private,Imiderm Vibranovate,Antipiretics,,390,3900,March,2017,Stella Given,Alisha Cordwell,Charlie,Low
Gerlach LLC ,"Towne, Cummerata and Blanda Pharmaceutical Limited",Naumburg,Germany,51.1521,11.8098,Hospital,Private,Factolamide,Antiseptics,5,345,1725,March,2017,Steve Pepple,Tracy Banks,Bravo,Low
Crist Inc ,"Effertz, Heaney and Tillman Pharma Plc",Bad Nauheim,Germany,50.3667,8.75,Hospital,Government,Symbisine Prednimadin,Mood Stabilizers,10,304,3040,March,2017,Sheila Stones,Britanny Bold,Delta,Low
Koss   ,Hermiston LLC Pharmaceutical Ltd,Weingarten,Germany,47.8078,9.6417,Pharmacy,Retail,Xenaminphen,Antimalarial,1,195,195,March,2017,Mary Gerrard,Britanny Bold,Delta,Low
Gerlach LLC ,Mayert-Weber ,Homburg,Germany,49.3167,7.3333,Pharmacy,Retail,Paronium Atracustone,Analgesics,100,414,41400,March,2017,Stella Given,Alisha Cordwell,Charlie,High
Erdman  ,Skiles-McKenzie Pharmacy,Dreieich,Germany,50.0189,8.6961,Hospital,Government,Cephozumab Synmethate,Antibiotics,10,768,7680,March,2017,Jimmy Grey,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Stanton-Cole Pharma Plc,Andernach,Germany,50.4397,7.4017,Hospital,Private,Spiroderall,Mood Stabilizers,30,653,19590,March,2017,Sheila Stones,Britanny Bold,Delta,Medium
Koss   ,Koch-Osinski Pharmacy,Hamminkeln,Germany,51.7319,6.5908,Pharmacy,Retail,Afinitasol,Antipiretics,100,286,28600,March,2017,Erica Jones,James Goodwill,Alfa,High
Erdman  ,Skiles-McKenzie Pharmaceutical Limited,Westerstede,Germany,,7.9167,Hospital,Government,Abatatriptan,Antibiotics,200,742,148400,March,2017,Morris Garcia,Tracy Banks,Bravo,High
Koss   ,Gibson-Hill Pharmaceutical Limited,Friedberg,Germany,50.3353,8.755,Pharmacy,Institution,Doxivorin,Antimalarial,,516,1032,March,2017,Morris Garcia,,Bravo,Medium
Gerlach LLC ,"Romaguera, Moen and Hagenes Pharm",Unterschleißheim,Germany,48.2833,11.5667,Pharmacy,Retail,Dexacilin Triline,Analgesics,,129,645,March,2017,Abigail Thompson,Tracy Banks,Bravo,Low
Gerlach LLC ,"Blanda, Stehr and Gleason Pharma Plc",Starnberg,Germany,,11.3406,Hospital,Private,Vibratosine Alemtrace,Antibiotics,1,269,269,March,2017,Jimmy Grey,Alisha Cordwell,Charlie,Low
Gerlach LLC ,"Kuphal, D'Amore and Bode Pharm",Cologne,Germany,50.9422,6.9578,Hospital,Government,Betanem,Analgesics,10,611,6110,March,2017,Mary Gerrard,Britanny Bold,Delta,Low
Gerlach LLC ,Gottlieb-Koss Pharm,Hattingen,Germany,51.3992,7.1858,Pharmacy,Institution,Aprerase,Antipiretics,10,726,7260,March,2017,Jimmy Grey,Alisha Cordwell,Charlie,Low
Kozey-Emmerich ,"Yundt, Leuschke and Ward ",Wittlich,Germany,49.9869,6.8897,Pharmacy,Institution,Lansopril Acribax,Antipiretics,40,492,19680,March,2017,Thompson Crawford,James Goodwill,Alfa,Medium
Gerlach LLC ,"Cormier, Dietrich and Zulauf Pharmacy",Riesa,Germany,51.3081,13.2939,Pharmacy,Institution,Formolovir Amanferon,Analgesics,4,191,,March,2017,Morris Garcia,Tracy Banks,Bravo,Low
Crist Inc ,Fritsch LLC Pharmaceutical Ltd,Mülheim,Germany,51.4283,6.8789,Hospital,Government,Ibrulinum,Antipiretics,15,190,2850,March,2017,Thompson Crawford,James Goodwill,Alfa,Low
Gerlach LLC ,Watsica-Kovacek Pharmaceutical Ltd,Leimen,Germany,,8.6911,Pharmacy,Institution,Quixitriptan Alanesin,Antiseptics,5,79,395,March,2017,Jimmy Grey,Alisha Cordwell,Charlie,Low
Erdman  ,"Hammes, Bashirian and Pacocha Pharmacy",Schwelm,Germany,51.2904,7.2972,Pharmacy,Institution,Kiovax Tercorolac,Analgesics,,722,7220,March,2017,Stella Given,Alisha Cordwell,Charlie,Medium
Lockman  ,Schulist-Zulauf ,Erfurt,Germany,50.9787,11.0328,Pharmacy,Institution,Symbitrim,Analgesics,360,536,,March,2017,Erica Jones,James Goodwill,Alfa,High
Gerlach LLC ,"Corkery, Trantow and Ferry Pharma Plc",Geesthacht,Germany,53.4381,10.3747,Pharmacy,Institution,Proderal,Antiseptics,10,34,340,March,2017,Thompson Crawford,James Goodwill,Alfa,Low
Erdman  ,Crist LLC ,Mühlacker,Germany,48.95,8.8392,Pharmacy,Institution,Kinerinex,Antiseptics,50,647,32350,March,2017,Sheila Stones,Britanny Bold,Delta,High
Kozey-Emmerich ,Trantow LLC Pharmacy,Landau,Germany,49.1994,8.1231,Hospital,Private,Fentalac,Antipiretics,225,618,139050,March,2017,Abigail Thompson,Tracy Banks,Bravo,High
Gerlach LLC ,Trantow LLC Pharm,Harsewinkel,Germany,51.9667,8.2331,Pharmacy,Institution,Relenvice,Antimalarial,9,459,,March,2017,Thompson Crawford,James Goodwill,Alfa,Low
Koss   ,"Wunsch, Mills and Walter Pharm",Kempen,Germany,51.3658,6.4194,Pharmacy,Retail,Antaparin Varizyme,Mood Stabilizers,,513,20520,March,2017,Abigail Thompson,Tracy Banks,Bravo,Medium
Gerlach LLC ,Botsford and Sons Pharma Plc,Bad Hersfeld,Germany,50.8683,9.7067,Hospital,Government,Sevoderm,Antipiretics,10,663,6630,March,2017,Abigail Thompson,Tracy Banks,Bravo,Low
Gerlach LLC ,Smith Inc Pharm,Luckenwalde,Germany,52.0831,,Pharmacy,Institution,Aggretisol,Antimalarial,3,262,786,March,2017,Sheila Stones,Britanny Bold,Delta,Low
Gerlach LLC ,Kris LLC Pharm,Zeitz,Germany,51.0478,12.1383,Pharmacy,Institution,Quiniprosyn,Antiseptics,50,445,22250,March,2017,Jessica Smith,Britanny Bold,Delta,Medium
Kozey-Emmerich ,Senger-Kirlin Pharmaceutical Ltd,Friedrichsdorf,Germany,50.2569,8.6418,Hospital,Private,Temasone Thiobucil,Antimalarial,80,482,38560,March,2017,Mary Gerrard,Britanny Bold,Delta,High
Koss   ,D'Amore and Sons Pharm,Görlitz,Germany,51.1528,14.9872,Pharmacy,Retail,Alpharolac,Antipiretics,7,533,3731,March,2017,Thompson Crawford,James Goodwill,Alfa,Low
Erdman  ,Fahey-Flatley ,Hagen,Germany,51.3594,7.475,Hospital,Government,Tesnorphine Silotamine,Antibiotics,10,319,3190,March,2017,Steve Pepple,Tracy Banks,Bravo,Low
Kozey-Emmerich ,Boyer and Sons Pharmaceutical Ltd,Arnstadt,Germany,50.8342,10.9464,Hospital,Private,Victomine,Antimalarial,960,705,676800,March,2017,Morris Garcia,Tracy Banks,Bravo,High
Gerlach LLC ,Doyle-Tillman Pharmaceutical Limited,Zirndorf,Germany,49.45,10.95,Pharmacy,Institution,Thalilamide,Antibiotics,5,615,,March,2017,,Tracy Banks,Bravo,Low
Gerlach LLC ,Bosco-Marquardt Pharmaceutical Limited,Brandenburg,Germany,52.4117,12.5561,Hospital,Government,Tiaracil,Antipiretics,60,162,,March,2017,Erica Jones,James Goodwill,Alfa,Medium
Erdman  ,Bartoletti-Altenwerth Pharm,Aalen,Germany,48.8372,10.0936,Hospital,Private,Choriotrisin,Antibiotics,300,591,177300,March,2017,,James Goodwill,Alfa,High
Koss   ,"Paucek, Keeling and Bruen Pharmaceutical Limited",Bad Kreuznach,Germany,49.8469,7.8669,Pharmacy,Retail,Adideine,Mood Stabilizers,30,678,20340,March,2017,Mary Gerrard,Britanny Bold,Delta,Medium
Lockman  ,"Johns, Mueller and Nitzsche Pharma Plc",Hemer,Germany,51.3833,7.7667,Pharmacy,Institution,Albuterenone,Antimalarial,,82,,March,2017,,Britanny Bold,Delta,Low
Koss   ,Lemke Ltd Pharma Plc,Leverkusen,Germany,51.0333,6.9833,Pharmacy,Retail,Lacoplex Hyaluvance,Mood Stabilizers,50,334,16700,March,2017,Morris Garcia,Tracy Banks,Bravo,Medium
Schaefer LLC ,Pfeffer-Hodkiewicz ,Nordenham,Germany,53.5,8.4667,Hospital,Private,Temasone Thiobucil,Antimalarial,10,482,4820,March,2017,Mary Gerrard,Britanny Bold,Delta,Low
Koss   ,"Heathcote, Grant and Witting Pharmaceutical Limited",Balingen,Germany,48.2731,8.8506,Pharmacy,Institution,Thalilamide,Antibiotics,,615,2460,March,2017,Mary Gerrard,Britanny Bold,Delta,Medium
Schaefer LLC ,"Gerhold, Mills and Effertz Pharma Plc",Stadthagen,Germany,52.3247,9.2069,Hospital,Private,Agalsiline,Mood Stabilizers,5,64,320,March,2017,Steve Pepple,Tracy Banks,Bravo,Low
Gerlach LLC ,Ondricka Ltd Pharmaceutical Ltd,Bamberg,Germany,49.8917,,Pharmacy,Institution,Zarostral,Antipiretics,8,141,1128,March,2017,Morris Garcia,Tracy Banks,Bravo,Low
Gerlach LLC ,Osinski-Botsford Pharm,Meerbusch,Germany,51.2667,6.6667,Pharmacy,Retail,Dexmeprazole Transnuvia,Mood Stabilizers,30,180,5400,March,2017,Alan Ray,James Goodwill,Alfa,Low
Gerlach LLC ,"Koelpin, Luettgen and Abernathy Pharmaceutical Ltd",Mörfelden-Walldorf,Germany,49.9896,8.5661,Hospital,Private,Alpharolac,Antipiretics,,533,2665,March,2017,Alan Ray,James Goodwill,Alfa,Medium
Crist Inc ,Upton PLC Pharma Plc,Munich,Germany,48.1372,11.5755,Hospital,Government,Formolovir Amanferon,Analgesics,10,191,,March,2017,Stella Given,Alisha Cordwell,Charlie,Low
Koss   ,Sipes and Sons Pharmaceutical Limited,Krefeld,Germany,51.3333,6.5667,Pharmacy,Institution,Ketamara Evogel,Antipiretics,10,704,7040,March,2017,Sheila Stones,Britanny Bold,Delta,Low
Gerlach LLC ,Osinski-Collins Pharma Plc,Potsdam,Germany,52.4,13.0667,Hospital,Government,Ceretosine,Antiseptics,36,343,,March,2017,Stella Given,Alisha Cordwell,Charlie,Medium
Kozey-Emmerich ,"Schmitt, Berge and Haley Pharmaceutical Ltd",Coburg,Germany,50.2666,10.9666,Pharmacy,Institution,Imiderm Vibranovate,Antipiretics,960,390,374400,March,2017,Alan Ray,James Goodwill,Alfa,High
Gerlach LLC ,Murray PLC ,Wesel,Germany,51.6586,6.6178,Pharmacy,Retail,Alisteride Pemidizem,Antiseptics,20,35,700,March,2017,Daniel Gates,Alisha Cordwell,Charlie,Low
Gerlach LLC ,McKenzie-Zemlak Pharma Plc,Unna,Germany,51.5347,7.6889,Pharmacy,Institution,Symbiroban,Antibiotics,-468,122,-57096,March,2017,Abigail Thompson,Tracy Banks,Bravo,Low
Erdman  ,Balistreri-Watsica Pharma Plc,Siegen,Germany,50.8756,,Pharmacy,Institution,Victomine,Antimalarial,1,705,705,March,2017,Abigail Thompson,Tracy Banks,Bravo,Low
Erdman  ,"Kuphal, D'Amore and Bode Pharmacy",Wesseling,Germany,50.8207,6.9786,Hospital,Government,Antilamin Clinbital,Antibiotics,480,664,318720,March,2017,Sheila Stones,Britanny Bold,Delta,High
Gerlach LLC ,Cartwright-Fay ,Stolberg,Germany,50.7667,6.2333,Hospital,Government,Alisteride Pemidizem,Antiseptics,10,35,350,March,2017,Steve Pepple,,Bravo,Low
Gerlach LLC ,Sipes and Sons Pharma Plc,Radebeul,Germany,51.1033,13.67,Hospital,Private,Alisteride Pemidizem,Antiseptics,,35,1050,March,2017,Jimmy Grey,Alisha Cordwell,Charlie,Low
Erdman  ,Leuschke PLC Pharmaceutical Ltd,Worms,Germany,49.6319,8.3653,Pharmacy,Institution,Cricane Acamsumab,Antiseptics,80,22,1760,March,2017,Jessica Smith,Britanny Bold,Delta,Low
Gerlach LLC ,Ward Group Pharma Plc,Barsinghausen,Germany,52.3031,9.4606,Pharmacy,Retail,Tetalamide,Antibiotics,70,430,30100,March,2017,Jimmy Grey,Alisha Cordwell,Charlie,High
Erdman  ,Kozey-Schroeder Pharma Plc,Langenhagen,Germany,52.4394,9.74,Pharmacy,Retail,Clinolan Pitoletra,Mood Stabilizers,30,130,3900,March,2017,Daniel Gates,Alisha Cordwell,Charlie,Low
Koss   ,"Parker, Green and Emmerich Pharma Plc",Baesweiler,Germany,,6.1833,Pharmacy,Retail,Fentalac,Antipiretics,1,618,618,March,2017,Morris Garcia,Tracy Banks,Bravo,Low
Koss   ,Hermiston LLC Pharmaceutical Limited,Gevelsberg,Germany,51.3265,7.3559,Pharmacy,Retail,Adalatamine,Antiseptics,,794,,March,2017,Jimmy Grey,Alisha Cordwell,Charlie,Medium
Koss   ,Rowe PLC ,Lörrach,Germany,47.6156,7.6614,Hospital,Private,Hydroxyprosyn,Antibiotics,10,220,2200,March,2017,Stella Given,Alisha Cordwell,Charlie,Low
Koss   ,"Nitzsche, Effertz and Maggio ",Bayreuth,Germany,49.9481,11.5783,Hospital,Private,Hemavate Spirolinum,Mood Stabilizers,112,210,23520,March,2017,Jessica Smith,Britanny Bold,Delta,Medium
Koss   ,"McClure, Zemlak and Dibbert Pharmacy",Beckum,Germany,51.7558,8.0408,Hospital,Private,Xenaderal,Mood Stabilizers,30,311,9330,March,2017,Jessica Smith,Britanny Bold,Delta,Medium
Gerlach LLC ,Welch-Orn Pharmacy,Bingen am Rhein,Germany,49.9669,7.895,Hospital,Government,Vibratosine Alemtrace,Antibiotics,42,269,11298,March,2017,Abigail Thompson,Tracy Banks,Bravo,Medium
Gerlach LLC ,Funk and Sons Pharmacy,Friedberg,Germany,48.35,10.9833,Pharmacy,Retail,Aspinavir Silovance,Antibiotics,5,549,2745,March,2017,Steve Pepple,Tracy Banks,Bravo,Low
Crist Inc ,Lindgren-Simonis Pharmacy,Neumarkt,Germany,49.2833,,Hospital,Government,Hydroxyprosyn,Antibiotics,5,220,1100,March,2017,Jimmy Grey,Alisha Cordwell,Charlie,Low
Erdman  ,Mraz-Kutch Pharma Plc,Butzbach,Germany,50.4367,8.6622,Pharmacy,Retail,Topipizole,Mood Stabilizers,80,368,29440,March,2017,Jimmy Grey,Alisha Cordwell,Charlie,High
Gerlach LLC ,Gibson-Hill ,Troisdorf,Germany,50.8161,7.1556,Pharmacy,Retail,Trazobalamin,Mood Stabilizers,240,762,,March,2017,Jimmy Grey,Alisha Cordwell,Charlie,High
Gerlach LLC ,"Harris, Daugherty and Okuneva Pharmaceutical Limited",Meißen,Germany,51.1636,13.4775,Hospital,Government,Amavirase,Antipiretics,5,487,2435,March,2017,Steve Pepple,Tracy Banks,Bravo,Low
Gerlach LLC ,"Steuber, Hills and Botsford Pharma Plc",Schmallenberg,Germany,51.1333,8.3,Pharmacy,Institution,Pentastrin,Antibiotics,10,497,4970,March,2017,,Tracy Banks,Bravo,Low
Rohan and Sons  ,Denesik-Hintz Pharmaceutical Limited,Dülmen,Germany,51.8308,7.2783,Hospital,Government,Acycnafine Microvate,Mood Stabilizers,110,658,72380,March,2017,Morris Garcia,Tracy Banks,Bravo,High
Gerlach LLC ,Hill Ltd Pharmaceutical Limited,Augsburg,Germany,48.3717,10.8983,Hospital,Government,Adriafinil Ehtymara,Antiseptics,160,535,85600,March,2017,Mary Gerrard,Britanny Bold,Delta,High
Erdman  ,"Wunsch, Mills and Walter Pharm",Kempen,Germany,51.3658,,Pharmacy,Retail,Xenaminphen,Antimalarial,10,195,1950,March,2018,Stella Given,,Charlie,Low
Gerlach LLC ,"Rosenbaum, Klein and Herzog Pharma Plc",Parchim,Germany,53.4167,11.8333,Hospital,Government,Araxetine,Antibiotics,5,450,2250,March,2018,Thompson Crawford,James Goodwill,Alfa,Low
Koss   ,"Brakus, Rempel and Harber Pharmacy",Fulda,Germany,50.5528,9.6775,Hospital,Private,Afaxacin,Analgesics,80,60,4800,March,2018,,Tracy Banks,Bravo,Low
Erdman  ,"Block, Thiel and Kuphal Pharmaceutical Limited",Ludwigsburg,Germany,48.8975,9.1919,Hospital,Government,Aggretisol,Antimalarial,960,262,,March,2018,Abigail Thompson,Tracy Banks,Bravo,High
Koss   ,Kozey Ltd Pharmacy,Stralsund,Germany,54.3,13.0833,Pharmacy,Retail,Tesnorphine Silotamine,Antibiotics,,319,25520,March,2018,Sheila Stones,Britanny Bold,Delta,Low
Gerlach LLC ,Gibson-Hill Pharmaceutical Limited,Friedberg,Germany,50.3353,8.755,Pharmacy,Institution,Acubulin,Antipiretics,10,490,4900,March,2018,Mary Gerrard,Britanny Bold,Delta,Low
Koss   ,Kozey-Emmerich ,Würselen,Germany,50.8247,6.1275,Hospital,Government,Interfestar,Antibiotics,,62,,March,2018,Morris Garcia,Tracy Banks,Bravo,Low
Gerlach LLC ,Bashirian-Kassulke Pharmacy,Kamp-Lintfort,Germany,51.5,6.5333,Hospital,Private,Vibratosine Alemtrace,Antibiotics,2,269,538,March,2018,Abigail Thompson,Tracy Banks,Bravo,Low
Koss   ,Okuneva-Corkery Pharma Plc,Bornheim,Germany,50.7592,7.005,Pharmacy,Retail,Fentalac,Antipiretics,100,618,61800,March,2018,Thompson Crawford,James Goodwill,Alfa,High
Gerlach LLC ,"Effertz, Heaney and Tillman Pharma Plc",Bad Nauheim,Germany,50.3667,8.75,Hospital,Government,Ergomethate,Mood Stabilizers,50,604,30200,March,2018,Morris Garcia,Tracy Banks,Bravo,High
Koss   ,"Kuphal, D'Amore and Bode Pharmacy",Wesseling,Germany,50.8207,6.9786,Hospital,Government,Aquamycin Lacoran,Analgesics,40,345,13800,March,2018,Thompson Crawford,James Goodwill,Alfa,Medium
Gerlach LLC ,Funk and Sons Pharmacy,Friedberg,Germany,48.35,10.9833,Pharmacy,Retail,Cordamectin Actolamin,Antipiretics,50,367,18350,March,2018,Stella Given,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,McDermott Inc Pharma Plc,Staßfurt,Germany,51.8667,11.5667,Pharmacy,Retail,Victomax,Analgesics,2000,623,1246000,March,2018,Sheila Stones,Britanny Bold,Delta,High
Koss   ,"Spinka, Schowalter and Conn Pharma Plc",Emmendingen,Germany,48.1214,7.8492,Hospital,Government,Alisteride Pemidizem,Antiseptics,,35,5250,March,2018,Sheila Stones,Britanny Bold,Delta,Low
Daugherty-Rempel  ,"Heathcote, Grant and Witting Pharmaceutical Limited",Balingen,Germany,48.2731,8.8506,Pharmacy,Institution,Afretosine,Mood Stabilizers,110,404,44440,March,2018,Thompson Crawford,James Goodwill,Alfa,High
Koss   ,Durgan-Rice Pharmaceutical Ltd,Leichlingen,Germany,51.1167,7.0167,Hospital,Government,Halcifergen Nevazone,Antimalarial,10,710,7100,March,2018,Morris Garcia,Tracy Banks,Bravo,Low
Daugherty-Rempel  ,Franecki Inc Pharma Plc,Schwerte,Germany,51.4458,7.5653,Pharmacy,Retail,Tacrodomide,Antipiretics,20,420,8400,March,2018,Thompson Crawford,James Goodwill,Alfa,Medium
Gerlach LLC ,Goldner-Tillman Pharmacy,Petershagen,Germany,52.3833,8.9667,Pharmacy,Institution,Acycnafine Microvate,Mood Stabilizers,40,658,26320,March,2018,Thompson Crawford,James Goodwill,Alfa,High
Erdman  ,"Ondricka, Rosenbaum and Beahan Pharm",Iserlohn,Germany,51.3833,7.6667,Hospital,Government,Tiaracil,Antipiretics,10,162,1620,March,2018,Morris Garcia,Tracy Banks,Bravo,Low
Koss   ,Schaefer-Rolfson Pharma Plc,Freiberg,Germany,50.9119,13.3428,Pharmacy,Retail,Magnemunex,Antiseptics,30,689,20670,March,2018,Stella Given,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,Armstrong Inc Pharm,Pfaffenhofen,Germany,48.5333,11.5167,Hospital,Government,Lovapur,Mood Stabilizers,20,551,11020,March,2018,Anne Wu,Britanny Bold,Delta,Medium
Koss   ,Mann-Waelchi Pharmacy,Achim,Germany,53.013,9.033,Hospital,Private,Apromin,Antiseptics,2,375,750,March,2018,Stella Given,Alisha Cordwell,Charlie,Low
Gerlach LLC ,"Wintheiser, Breitenberg and Gottlieb Pharma Plc",Warstein,Germany,51.45,8.3667,Pharmacy,Institution,Robapril,Antipiretics,3,453,,March,2018,Daniel Gates,Alisha Cordwell,Charlie,Low
Koss   ,Paucek PLC ,Espelkamp,Germany,52.3772,8.6328,Pharmacy,Retail,Methiclotide,Antibiotics,20,458,9160,March,2018,Jimmy Grey,Alisha Cordwell,Charlie,Medium
Koss   ,Stehr-Champlin Pharmacy,Eberswalde,Germany,52.8331,13.8331,Pharmacy,Retail,Allomenda,Antipiretics,100,487,48700,March,2018,Sheila Stones,Britanny Bold,Delta,High
Koss   ,"Towne, Cummerata and Blanda Pharmaceutical Limited",Naumburg,Germany,51.1521,11.8098,Hospital,Private,Comzyme,Antibiotics,20,114,2280,March,2018,Thompson Crawford,James Goodwill,Alfa,Low
Gerlach LLC ,Buckridge-Davis Pharmaceutical Ltd,Herne,Germany,51.5426,7.219,Pharmacy,Retail,Microroban Afatigomar,Antimalarial,160,478,76480,March,2018,Thompson Crawford,James Goodwill,Alfa,High
Kozey-Emmerich ,"Barrows, Zboncak and Reichert Pharm",Aurich,Germany,53.4714,7.4836,Pharmacy,Institution,Lioletine Refliruvax,Analgesics,12,435,,March,2018,Alan Ray,James Goodwill,Alfa,Low
