Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team,Sales_Level
Gerlach LLC ,Upton PLC Pharmaceutical Limited,Mühlhausen,Germany,51.2167,10.45,Pharmacy,Retail,Ribabyclor,Antiseptics,10.0,469,4690.0,January,2017,Jessica Smith,Britanny Bold,Delta,Low
Gerlach LLC ,"Lebsack, Yost and Heller Pharma Plc",Ibbenbüren,Germany,52.2778,7.7167,Pharmacy,Retail,Formolovir Amanferon,Analgesics,2.0,191,382.0,January,2017,Daniel Gates,Alisha Cordwell,Charlie,Low
Gerlach LLC ,"Fritsch, Hodkiewicz and Sipes Pharma Plc",Ettlingen,Germany,48.9333,8.4,Hospital,Government,Halcifergen Nevazone,Antimalarial,10.0,710,7100.0,January,2017,Mary Gerrard,Britanny Bold,Delta,Low
Gerlach LLC ,"Paucek, Keeling and Bruen Pharmaceutical Limited",Bad Kreuznach,Germany,49.8469,7.8669,Pharmacy,Retail,Ceftatana Serolamide,Antipiretics,10.0,595,5950.0,January,2017,Stella Given,Alisha Cordwell,Charlie,Low
Erdman  ,"Wisozk, Brekke and Bartoletti ",Sonneberg,Germany,50.35,11.1667,Hospital,Government,Lovepion,Antiseptics,100.0,544,54400.0,January,2017,Jessica Smith,Britanny Bold,Delta,High
Lockman  ,Kutch-Marks Pharma Plc,Koblenz,Germany,50.3597,7.5978,Hospital,Government,Halciramine,Antimalarial,5.0,409,2045.0,January,2017,Erica Jones,James Goodwill,Alfa,Low
Gerlach LLC ,Jacobs-Jones Pharmaceutical Ltd,Flensburg,Germany,54.7819,9.4367,Pharmacy,Institution,Brimorix Amonine,Antibiotics,12.0,398,4776.0,January,2017,Mary Gerrard,Britanny Bold,Delta,Low
Gerlach LLC ,"Schowalter, Runolfsson and VonRueden Pharmaceutical Limited",Neuss,Germany,51.2003,6.6939,Hospital,Private,Nisorase,Antibiotics,565.0,393,222045.0,January,2017,Jimmy Grey,Alisha Cordwell,Charlie,High
Gerlach LLC ,Runte-Marquardt Pharm,Wittenberg,Germany,51.8671,12.6484,Hospital,Private,Comzyme,Antibiotics,20.0,114,2280.0,January,2017,Jessica Smith,Britanny Bold,Delta,Low
Gerlach LLC ,Gleason PLC Pharma Plc,Bad Reichenhall,Germany,47.7247,12.8769,Pharmacy,Retail,Zonixamine Immulinum,Analgesics,20.0,298,5960.0,January,2017,Anne Wu,Britanny Bold,Delta,Low
Lockman  ,Barton Ltd Pharm,Rendsburg,Germany,54.3044,9.6644,Pharmacy,Institution,Clinicilin Pentozone,Antimalarial,48.0,112,5376.0,January,2017,Jessica Smith,Britanny Bold,Delta,Low
Schaefer LLC ,Steuber Ltd Pharm,Gera,Germany,50.8782,12.0824,Hospital,Government,Novakyn Tracprox,Antiseptics,50.0,288,14400.0,January,2017,Jimmy Grey,Alisha Cordwell,Charlie,Medium
Koss   ,Moore PLC Pharm,Bremerhaven,Germany,53.55,8.5833,Hospital,Government,Antilamin Clinbital,Antibiotics,100.0,664,66400.0,January,2017,Thompson Crawford,James Goodwill,Alfa,High
Gerlach LLC ,Kuhic LLC Pharmaceutical Limited,Gronau,Germany,52.2125,7.0417,Pharmacy,Institution,Ionclotide,Analgesics,10.0,631,6310.0,January,2017,Jimmy Grey,Alisha Cordwell,Charlie,Low
Lockman  ,Kozey Ltd Pharma Plc,Griesheim,Germany,49.8594,8.5525,Pharmacy,Institution,Sumanazole,Analgesics,50.0,529,26450.0,January,2017,Anne Wu,Britanny Bold,Delta,High
Koss   ,Balistreri-Watsica Pharma Plc,Siegen,Germany,50.8756,8.0167,Pharmacy,Institution,Veratorol Ciclovatol,Mood Stabilizers,30.0,154,4620.0,January,2017,Jimmy Grey,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Marquardt-Ryan Pharm,Königswinter,Germany,50.6833,7.1833,Hospital,Government,Clindaracil,Analgesics,3.0,173,519.0,January,2017,Jimmy Grey,Alisha Cordwell,Charlie,Low
Erdman  ,West Group Pharma Plc,Aschersleben,Germany,51.75,11.4667,Pharmacy,Retail,Proprabax,Analgesics,50.0,64,3200.0,January,2017,Anne Wu,Britanny Bold,Delta,Low
Gerlach LLC ,Tillman Group Pharma Plc,Neu-Ulm,Germany,48.3833,10.0,Hospital,Government,Liomulin,Mood Stabilizers,10.0,490,4900.0,January,2017,Thompson Crawford,James Goodwill,Alfa,Low
Gerlach LLC ,"Moen, Murazik and Smith Pharmaceutical Ltd",Ingolstadt,Germany,48.7636,11.4261,Hospital,Government,Solasteride,Mood Stabilizers,5.0,520,2600.0,January,2017,Anne Wu,Britanny Bold,Delta,Low
Gerlach LLC ,Schulist-Zulauf ,Erfurt,Germany,50.9787,11.0328,Pharmacy,Institution,Liomulin,Mood Stabilizers,72.0,490,35280.0,January,2017,Abigail Thompson,Tracy Banks,Bravo,High
Gerlach LLC ,Osinski-Collins ,Rheinfelden (Baden),Germany,47.5611,7.7917,Hospital,Private,Victomine,Antimalarial,20.0,705,14100.0,January,2017,Jimmy Grey,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,Rohan PLC Pharmacy,Schwäbisch Hall,Germany,49.1122,9.7375,Pharmacy,Institution,Ionclotide,Analgesics,10.0,631,6310.0,January,2017,Mary Gerrard,Britanny Bold,Delta,Low
Gerlach LLC ,Kris LLC Pharm,Zeitz,Germany,51.0478,12.1383,Pharmacy,Institution,Victomine,Antimalarial,120.0,705,84600.0,January,2017,Mary Gerrard,Britanny Bold,Delta,High
Koss   ,Rohan and Sons Pharma Plc,Prenzlau,Germany,53.3167,13.8667,Pharmacy,Institution,Proderal,Antiseptics,10.0,34,340.0,January,2017,Anne Wu,Britanny Bold,Delta,Low
Lockman  ,Herman-Koss Pharmaceutical Ltd,Gifhorn,Germany,52.4886,10.5464,Hospital,Private,Androporin,Antiseptics,900.0,659,593100.0,January,2017,Abigail Thompson,Tracy Banks,Bravo,High
Lockman  ,"Wintheiser, Breitenberg and Gottlieb Pharma Plc",Warstein,Germany,51.45,8.3667,Pharmacy,Institution,Amlominphen Dexanovate,Analgesics,20.0,119,2380.0,January,2017,Daniel Gates,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Hayes-Kilback Pharma Plc,Arnsberg,Germany,51.3967,8.0644,Pharmacy,Institution,Relenstrel Exurabine,Antibiotics,50.0,424,21200.0,January,2017,Thompson Crawford,James Goodwill,Alfa,Medium
Koss   ,Crist LLC Pharma Plc,Neustadt,Germany,49.08055,8.15,Pharmacy,Retail,Proprabax,Analgesics,2.0,64,128.0,January,2017,Stella Given,Alisha Cordwell,Charlie,Low
Gerlach LLC ,"Koch, Borer and Hagenes Pharmaceutical Ltd",Lauf,Germany,49.5103,11.2772,Hospital,Private,Travosoline Capolac,Antipiretics,10.0,610,6100.0,January,2017,Steve Pepple,Tracy Banks,Bravo,Low
Gerlach LLC ,Mills Inc Pharmaceutical Ltd,Emsdetten,Germany,52.1728,7.5344,Hospital,Private,Lovepion,Antiseptics,100.0,544,54400.0,January,2017,Morris Garcia,Tracy Banks,Bravo,High
Erdman  ,Kris LLC Pharmaceutical Ltd,Lichtenfels,Germany,50.1333,11.0333,Hospital,Private,Pazofenac,Mood Stabilizers,20.0,123,2460.0,January,2017,Mary Gerrard,Britanny Bold,Delta,Low
Daugherty-Rempel  ,McKenzie-Zemlak Pharm,Rheinbach,Germany,50.6256,6.9491,Pharmacy,Institution,Immurenol Temarate,Antipiretics,96.0,303,29088.0,January,2017,Stella Given,Alisha Cordwell,Charlie,High
Gerlach LLC ,"Parisian, Hagenes and Skiles Pharm",Greiz,Germany,50.6547,12.1997,Hospital,Government,Formolovir Amanferon,Analgesics,10.0,191,1910.0,January,2018,Alan Ray,James Goodwill,Alfa,Low
Gerlach LLC ,Marquardt PLC Pharmaceutical Ltd,Offenburg,Germany,48.4708,7.9408,Hospital,Government,Abobozolid,Antimalarial,30.0,75,2250.0,January,2018,Jimmy Grey,Alisha Cordwell,Charlie,Low
Koss   ,Koss-Beier Pharmacy,Roth,Germany,49.2461,11.0911,Hospital,Government,Abatatriptan,Antibiotics,50.0,742,37100.0,January,2018,Jessica Smith,Britanny Bold,Delta,High
Koss   ,"Nolan, DuBuque and Schultz Pharmacy",Wernigerode,Germany,51.835,10.7853,Pharmacy,Retail,Imiformin Transmunex,Antibiotics,100.0,400,40000.0,January,2018,Thompson Crawford,James Goodwill,Alfa,High
Koss   ,"Nolan, DuBuque and Schultz ",Oldenburg,Germany,53.1439,8.2139,Hospital,Private,Atomorelin,Analgesics,10.0,555,5550.0,January,2018,Alan Ray,James Goodwill,Alfa,Low
Gerlach LLC ,Emard-O'Connell Pharm,Rosenheim,Germany,47.8561,12.1289,Pharmacy,Retail,Paronium Atracustone,Analgesics,10.0,414,4140.0,January,2018,Morris Garcia,Tracy Banks,Bravo,Low
Gerlach LLC ,Harris-Conroy Pharm,Oelde,Germany,51.8258,8.1436,Pharmacy,Retail,Metapatch,Antipiretics,10.0,438,4380.0,January,2018,Erica Jones,James Goodwill,Alfa,Low
Koss   ,"Upton, Abernathy and Goodwin Pharm",Kelkheim (Taunus),Germany,50.138,8.4525,Pharmacy,Retail,Aciprex,Antipiretics,13.0,421,5473.0,January,2018,Daniel Gates,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Senger-Kirlin Pharma Plc,Soest,Germany,51.5711,8.1092,Hospital,Government,Sucprine Specbalamin,Antiseptics,110.0,182,20020.0,January,2018,Mary Gerrard,Britanny Bold,Delta,Medium
Gerlach LLC ,"Haag, Bradtke and Terry ",Osterholz-Scharmbeck,Germany,53.2269,8.7947,Pharmacy,Institution,Rositroban,Mood Stabilizers,500.0,481,240500.0,January,2018,Stella Given,Alisha Cordwell,Charlie,High
Gerlach LLC ,"Moen, Murazik and Smith Pharm",Altenburg,Germany,50.985,12.4333,Hospital,Government,Claripenem,Antibiotics,10.0,448,4480.0,January,2018,Steve Pepple,Tracy Banks,Bravo,Low
Gerlach LLC ,Pfeffer-Hodkiewicz Pharm,Pulheim,Germany,51.0,6.8,Pharmacy,Retail,Ganineva Agenium,Antiseptics,40.0,390,15600.0,January,2018,Abigail Thompson,Tracy Banks,Bravo,Medium
Gerlach LLC ,Hill Ltd Pharma Plc,Seelze,Germany,52.3961,9.5981,Hospital,Government,Proprabax,Analgesics,10.0,64,640.0,January,2018,Anne Wu,Britanny Bold,Delta,Low
Koss   ,Gerlach PLC Pharmaceutical Ltd,Lünen,Germany,51.6167,7.5167,Hospital,Private,Megenorphine,Antimalarial,100.0,402,40200.0,January,2018,Daniel Gates,Alisha Cordwell,Charlie,High
Gerlach LLC ,Sauer-Herzog Pharmacy,Winsen,Germany,53.3667,10.2167,Pharmacy,Retail,Secrelazine Insonamic,Antipiretics,30.0,694,20820.0,January,2018,Anne Wu,Britanny Bold,Delta,Medium
Gerlach LLC ,Botsford PLC ,Reutlingen,Germany,48.4833,9.2167,Hospital,Government,Megenorphine,Antimalarial,20.0,402,8040.0,January,2018,Morris Garcia,Tracy Banks,Bravo,Medium
Gerlach LLC ,Weber Ltd Pharmaceutical Ltd,Merseburg,Germany,51.3544,11.9928,Hospital,Private,Theopril,Antipiretics,2.0,768,1536.0,January,2018,Daniel Gates,Alisha Cordwell,Charlie,Low
Koss   ,Koss-Beier Pharmacy,Roth,Germany,49.2461,11.0911,Hospital,Government,Primatate Univatol,Mood Stabilizers,10.0,172,1720.0,January,2018,Thompson Crawford,James Goodwill,Alfa,Low
Rohan and Sons  ,"Upton, Abernathy and Goodwin Pharm",Kelkheim (Taunus),Germany,50.138,8.4525,Pharmacy,Retail,Panpion,Antiseptics,100.0,692,69200.0,January,2018,Steve Pepple,Tracy Banks,Bravo,High
Gerlach LLC ,Barrows-Kohler Pharm,Hamburg,Germany,53.55,10.0,Hospital,Private,Menogine,Antiseptics,10.0,742,7420.0,January,2018,Stella Given,Alisha Cordwell,Charlie,Low
Welch-Langworth ,Fritsch LLC Pharm,Biberach,Germany,48.0981,9.7886,Hospital,Government,Spiroderall,Mood Stabilizers,40.0,653,26120.0,January,2018,Sheila Stones,Britanny Bold,Delta,High
Erdman  ,Balistreri-Watsica Pharma Plc,Siegen,Germany,50.8756,8.0167,Pharmacy,Institution,Xenaderal,Mood Stabilizers,5.0,311,1555.0,January,2018,Anne Wu,Britanny Bold,Delta,Low
Gerlach LLC ,"Crist, Wisoky and Nolan Pharmaceutical Limited",Wermelskirchen,Germany,51.1392,7.2051,Hospital,Government,Dexmebital Acanplan,Analgesics,10.0,170,1700.0,January,2018,Anne Wu,Britanny Bold,Delta,Low
Kozey-Emmerich ,"Heathcote, Kovacek and Parker ",Hof,Germany,50.3167,11.9167,Pharmacy,Retail,Interfestar,Antibiotics,40.0,62,2480.0,January,2018,Alan Ray,James Goodwill,Alfa,Low
Gerlach LLC ,"Kutch, Daniel and Ortiz Pharm",Gummersbach,Germany,51.0333,7.5667,Hospital,Private,Adrecetam Barazoxane,Antimalarial,45.0,24,1080.0,January,2018,Abigail Thompson,Tracy Banks,Bravo,Low
Erdman  ,"Kub, Von and Herzog Pharmaceutical Ltd",Borken,Germany,51.8439,6.8583,Pharmacy,Institution,Apronazol,Antibiotics,100.0,472,47200.0,January,2018,Erica Jones,James Goodwill,Alfa,High
Gerlach LLC ,Beier PLC Pharma Plc,Lampertheim,Germany,49.5942,8.4671,Pharmacy,Institution,Tesnorphine Silotamine,Antibiotics,5.0,319,1595.0,January,2018,Daniel Gates,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Sauer-Herzog Pharmaceutical Limited,Bochum,Germany,51.4833,7.2167,Pharmacy,Retail,Propralamide Dexlanzolam,Mood Stabilizers,2.0,391,782.0,January,2018,Anne Wu,Britanny Bold,Delta,Low
Gerlach LLC ,Schulist LLC Pharmaceutical Limited,Neustadt am Rübenberge,Germany,52.5055,9.4636,Pharmacy,Institution,Solasteride,Mood Stabilizers,2.0,520,1040.0,January,2018,Abigail Thompson,Tracy Banks,Bravo,Low
Gerlach LLC ,Pfannerstill Group Pharmaceutical Limited,Kaarst,Germany,51.2278,6.6273,Pharmacy,Retail,Araxetine,Antibiotics,5.0,450,2250.0,January,2018,Sheila Stones,Britanny Bold,Delta,Low
Gerlach LLC ,"Kuphal, D'Amore and Bode Pharmacy",Wesseling,Germany,50.8207,6.9786,Hospital,Government,Victomine,Antimalarial,10.0,705,7050.0,January,2018,Sheila Stones,Britanny Bold,Delta,Low
Gerlach LLC ,"Reinger, Kihn and Goyette Pharmaceutical Limited",Overath,Germany,50.95,7.3,Hospital,Government,Oxymotroban Fexoformin,Analgesics,1.0,458,458.0,January,2018,Morris Garcia,Tracy Banks,Bravo,Low
Gerlach LLC ,"Wuckert, Kreiger and Howell ",Idar-Oberstein,Germany,49.7019,7.3253,Hospital,Private,Cyclovital,Antimalarial,10.0,677,6770.0,January,2018,Steve Pepple,Tracy Banks,Bravo,Low
Gerlach LLC ,Fadel-West Pharmaceutical Ltd,Filderstadt,Germany,48.6667,9.2167,Pharmacy,Retail,Quixitriptan Alanesin,Antiseptics,2.0,79,158.0,January,2018,Morris Garcia,Tracy Banks,Bravo,Low
Gerlach LLC ,"Moen, Murazik and Smith Pharm",Altenburg,Germany,50.985,12.433300000000001,Hospital,Government,Factolamide,Antiseptics,20.0,345,6900.0,January,2018,Mary Gerrard,Britanny Bold,Delta,Low
Gerlach LLC ,Marquardt-Ryan Pharma Plc,Sondershausen,Germany,51.3667,10.8667,Pharmacy,Institution,Abranatal Lysoprosate,Antiseptics,20.0,681,13620.0,January,2018,Jimmy Grey,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,Rohan Inc Pharm,Weilheim,Germany,47.8333,11.1333,Hospital,Private,Acelimus,Analgesics,10.0,746,7460.0,January,2018,Thompson Crawford,James Goodwill,Alfa,Low
Koss   ,Huels-Klein Pharmaceutical Ltd,Helmstedt,Germany,52.2281,11.0106,Pharmacy,Retail,Diazemid Felcept,Analgesics,10.0,613,6130.0,January,2018,Anne Wu,Britanny Bold,Delta,Low
Gerlach LLC ,"Langworth, Olson and Satterfield Pharm",Tübingen,Germany,48.52,9.0556,Hospital,Private,Stelazolid,Antimalarial,3.0,73,219.0,January,2018,Stella Given,Alisha Cordwell,Charlie,Low
Koss   ,Abernathy and Sons Pharmaceutical Limited,Dietzenbach,Germany,50.0086,8.7756,Hospital,Private,Acycpex,Mood Stabilizers,20.0,510,10200.0,January,2018,Daniel Gates,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,"Pfannerstill, Upton and Balistreri Pharmacy",Dillingen,Germany,48.5667,10.4667,Hospital,Government,Atomorelin,Analgesics,10.0,555,5550.0,January,2018,Erica Jones,James Goodwill,Alfa,Low
Koss   ,Miller-Satterfield Pharmaceutical Limited,Bad Kissingen,Germany,50.2,10.0667,Pharmacy,Retail,Cyclovital,Antimalarial,10.0,677,6770.0,January,2018,Steve Pepple,Tracy Banks,Bravo,Low
Erdman  ,"Gerhold, Mills and Effertz ",Ansbach,Germany,49.3,10.5833,Hospital,Government,Ampinonide,Antimalarial,100.0,248,24800.0,January,2018,Anne Wu,Britanny Bold,Delta,High
Koss   ,Herman-Koss Pharmaceutical Limited,Mosbach,Germany,49.35,9.1333,Hospital,Government,Pulmofine,Antibiotics,10.0,688,6880.0,January,2018,Erica Jones,James Goodwill,Alfa,Low
Kozey-Emmerich ,Raynor-Graham ,Wedel,Germany,53.5833,9.7,Pharmacy,Retail,Betanem,Analgesics,2400.0,611,1466400.0,January,2018,Thompson Crawford,James Goodwill,Alfa,High
Welch-Langworth ,Hayes-Kilback Pharma Plc,Arnsberg,Germany,51.3967,8.0644,Pharmacy,Institution,Proprabax,Analgesics,96.0,64,6144.0,January,2018,Thompson Crawford,James Goodwill,Alfa,Low
Gerlach LLC ,Prohaska-Kuhic Pharma Plc,Pirmasens,Germany,49.2,7.6,Hospital,Government,Penitrana,Analgesics,20.0,179,3580.0,January,2018,Erica Jones,James Goodwill,Alfa,Low
Gerlach LLC ,Kihn Group Pharmaceutical Limited,Norderstedt,Germany,53.7064,10.0103,Hospital,Government,Acycpex,Mood Stabilizers,10.0,510,5100.0,January,2018,Jessica Smith,Britanny Bold,Delta,Low
Gerlach LLC ,"Moen, Murazik and Smith Pharm",Altenburg,Germany,50.985,12.4333,Hospital,Government,Trazozaprine,Mood Stabilizers,20.0,708,14160.0,January,2018,Stella Given,Alisha Cordwell,Charlie,Medium
Lockman  ,"Buckridge, Hand and Hyatt Pharmaceutical Ltd",Bad Neuenahr-Ahrweiler,Germany,50.5447,7.1133,Pharmacy,Institution,Malavirine Alimdine,Mood Stabilizers,1000.0,767,767000.0,January,2018,Abigail Thompson,Tracy Banks,Bravo,High
Gerlach LLC ,Crist LLC ,Mühlacker,Germany,48.95,8.8392,Pharmacy,Institution,Kinovatol,Analgesics,2.0,370,740.0,January,2018,Sheila Stones,Britanny Bold,Delta,Low
Gerlach LLC ,Mante-Grady Pharmaceutical Ltd,Laatzen,Germany,52.3077,9.8133,Pharmacy,Institution,Decidenu Galantrigine,Antipiretics,3.0,590,1770.0,January,2018,Alan Ray,James Goodwill,Alfa,Low
Welch-Langworth ,Emard-O'Connell Pharm,Rosenheim,Germany,47.8561,12.1289,Pharmacy,Retail,Ampinonide,Antimalarial,40.0,248,9920.0,January,2018,Mary Gerrard,Britanny Bold,Delta,Medium
Gerlach LLC ,Sauer-Herzog Pharmaceutical Limited,Bochum,Germany,51.4833,7.2167,Pharmacy,Retail,Ribabyclor,Antiseptics,10.0,469,4690.0,January,2018,Jimmy Grey,Alisha Cordwell,Charlie,Low
Gerlach LLC ,"Corkery, Trantow and Ferry Pharma Plc",Geesthacht,Germany,53.4381,10.3747,Pharmacy,Institution,Magneprex,Antimalarial,24.0,187,4488.0,January,2018,Jessica Smith,Britanny Bold,Delta,Low
Erdman  ,Predovic LLC Pharmaceutical Ltd,Hannover,Germany,52.3744,9.7386,Pharmacy,Institution,Adriacaine,Mood Stabilizers,110.0,361,39710.0,January,2018,Thompson Crawford,James Goodwill,Alfa,High
Gerlach LLC ,Ondricka Ltd Pharmaceutical Ltd,Bamberg,Germany,49.8917,10.8917,Pharmacy,Institution,Dexacilin Triline,Analgesics,20.0,129,2580.0,January,2018,Stella Given,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Gulgowski-Vandervort Pharm,Rathenow,Germany,52.6,12.3333,Hospital,Private,Ganineva Agenium,Antiseptics,5.0,390,1950.0,January,2018,Thompson Crawford,James Goodwill,Alfa,Low
Koss   ,Konopelski-Blick Pharmaceutical Limited,Bramsche,Germany,52.4089,7.9728,Hospital,Government,Alpharolac,Antipiretics,100.0,533,53300.0,January,2018,Erica Jones,James Goodwill,Alfa,High
Gerlach LLC ,White Inc Pharmacy,Bad Homburg,Germany,50.2292,8.6105,Hospital,Government,Propratecan,Antimalarial,20.0,682,13640.0,January,2018,Anne Wu,Britanny Bold,Delta,Medium
Koss   ,McDermott Group Pharmaceutical Ltd,Lindau,Germany,47.5458,9.6839,Pharmacy,Institution,Lansostral Acgestin,Antiseptics,20.0,627,12540.0,January,2018,Daniel Gates,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,Will and Sons Pharmacy,Suhl,Germany,50.6106,10.6931,Hospital,Private,Zarostral,Antipiretics,20.0,141,2820.0,January,2018,Daniel Gates,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Leffler-Russel Pharmaceutical Ltd,Lingen,Germany,52.5233,7.3172,Pharmacy,Retail,Abilovir Aprotasol,Antipiretics,50.0,269,13450.0,January,2018,Alan Ray,James Goodwill,Alfa,Medium
Gerlach LLC ,"Gerhold, Mills and Effertz Pharma Plc",Stadthagen,Germany,52.3247,9.2069,Hospital,Private,Propralamide Dexlanzolam,Mood Stabilizers,5.0,391,1955.0,January,2018,Alan Ray,James Goodwill,Alfa,Low
Welch-Langworth ,"Hansen, Fadel and Schroeder Pharmaceutical Ltd",Herrenberg,Germany,48.5967,8.8708,Pharmacy,Retail,Tracdomide,Antipiretics,180.0,548,98640.0,January,2018,Abigail Thompson,Tracy Banks,Bravo,High
Gerlach LLC ,"Parker, Green and Emmerich Pharma Plc",Baesweiler,Germany,50.9,6.1833,Pharmacy,Retail,Dasagestin,Analgesics,2.0,386,772.0,January,2018,Jimmy Grey,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Kihn Group Pharm,Vaihingen an der Enz,Germany,48.9328,8.9564,Hospital,Private,Angioparin Brimosumab,Mood Stabilizers,10.0,682,6820.0,January,2018,Daniel Gates,Alisha Cordwell,Charlie,Low
Kozey-Emmerich ,"Steuber, Skiles and Kilback Pharmacy",Datteln,Germany,51.6539,7.3417,Pharmacy,Institution,Eproline,Antibiotics,10.0,780,7800.0,January,2018,Mary Gerrard,Britanny Bold,Delta,Low
Gerlach LLC ,Breitenberg-Kuhn ,Duisburg,Germany,51.4322,6.7611,Pharmacy,Institution,Liomulin,Mood Stabilizers,15.0,490,7350.0,January,2018,Anne Wu,Britanny Bold,Delta,Low
Gerlach LLC ,Miller-Satterfield Pharm,Heinsberg,Germany,51.0631,6.096400000000001,Pharmacy,Institution,Metapatch,Antipiretics,10.0,438,4380.0,January,2018,Mary Gerrard,Britanny Bold,Delta,Low
Koss   ,Kling Inc Pharm,Heilbronn,Germany,49.1404,9.218,Pharmacy,Institution,Ergomethate,Mood Stabilizers,61.0,604,36844.0,January,2018,Mary Gerrard,Britanny Bold,Delta,High
Gerlach LLC ,Schaden-Hirthe ,Kaiserslautern,Germany,49.4447,7.7689,Pharmacy,Institution,Topifribrate,Analgesics,80.0,621,49680.0,January,2018,Jimmy Grey,Alisha Cordwell,Charlie,High
Gerlach LLC ,"Beer, Kohler and Beatty Pharmacy",Obertshausen,Germany,50.0715,8.8482,Pharmacy,Retail,Zithrotrol,Antiseptics,1000.0,137,137000.0,January,2018,Alan Ray,James Goodwill,Alfa,High
Kozey-Emmerich ,Reilly Ltd Pharmacy,Sindelfingen,Germany,48.7133,9.0028,Hospital,Private,Oxymotroban Fexoformin,Analgesics,10.0,458,4580.0,January,2018,Morris Garcia,Tracy Banks,Bravo,Low
Gerlach LLC ,"Prohaska, Bogisich and Gutkowski Pharm",Bad Oldesloe,Germany,53.8117,10.3742,Hospital,Private,Bexridol,Antipiretics,5.0,80,400.0,January,2018,Morris Garcia,Tracy Banks,Bravo,Low
Daugherty-Rempel  ,"Kuphal, D'Amore and Bode Pharm",Cologne,Germany,50.9422,6.9578,Hospital,Government,Doxivorin,Antimalarial,40.0,516,20640.0,January,2018,Jimmy Grey,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,"Balistreri, Torp and Gulgowski ",Bietigheim-Bissingen,Germany,48.9667,9.1333,Hospital,Private,Penitrana,Analgesics,20.0,179,3580.0,January,2018,Anne Wu,Britanny Bold,Delta,Low
Gerlach LLC ,"Wuckert, Kreiger and Howell ",Idar-Oberstein,Germany,49.7019,7.3253,Hospital,Private,Fentatrol Rapatelase,Antibiotics,10.0,458,4580.0,January,2018,Daniel Gates,Alisha Cordwell,Charlie,Low
Kozey-Emmerich ,Abernathy Group Pharmacy,Melle,Germany,52.2031,8.3361,Pharmacy,Retail,Symbitrim,Analgesics,1500.0,536,804000.0,January,2018,Mary Gerrard,Britanny Bold,Delta,High
Kozey-Emmerich ,"Kshlerin, Ryan and Leuschke ",Goch,Germany,51.6839,6.1619,Pharmacy,Institution,Pulmodiol Adalaxime,Analgesics,1800.0,605,1089000.0,January,2018,Mary Gerrard,Britanny Bold,Delta,High
Kozey-Emmerich ,Durgan-Rice Pharmaceutical Ltd,Leichlingen,Germany,51.1167,7.0167,Hospital,Government,Relenvice,Antimalarial,30.0,459,13770.0,January,2018,Abigail Thompson,Tracy Banks,Bravo,Medium
Daugherty-Rempel  ,"Bernier, Murphy and Rau Pharma Plc",Geldern,Germany,51.5197,6.3325,Hospital,Government,Dantolac Pazocor,Analgesics,20.0,578,11560.0,January,2018,Daniel Gates,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,Goldner-Tillman Pharmacy,Petershagen,Germany,52.3833,8.9667,Pharmacy,Institution,Oxymotroban Fexoformin,Analgesics,20.0,458,9160.0,January,2018,Erica Jones,James Goodwill,Alfa,Medium
Gerlach LLC ,Okuneva-Corkery Pharma Plc,Bornheim,Germany,50.7592,7.005,Pharmacy,Retail,Novakyn Tracprox,Antiseptics,20.0,288,5760.0,January,2018,Daniel Gates,Alisha Cordwell,Charlie,Low
Gerlach LLC ,"Torphy, Pfeffer and Jakubowski Pharm",Limburg,Germany,50.3833,8.0667,Pharmacy,Retail,Xenaminphen,Antimalarial,3.0,195,585.0,January,2018,Alan Ray,James Goodwill,Alfa,Low
Gerlach LLC ,Crist Ltd Pharma Plc,Willich,Germany,51.2631,6.5492,Hospital,Government,Ampysin,Analgesics,5.0,243,1215.0,January,2019,Jimmy Grey,Alisha Cordwell,Charlie,Low
Gerlach LLC ,D'Amore and Sons Pharm,Görlitz,Germany,51.1528,14.9872,Pharmacy,Retail,Sodinel Olofribrate,Antimalarial,30.0,50,1500.0,January,2019,Jessica Smith,Britanny Bold,Delta,Low
Gerlach LLC ,Kris LLC Pharm,Zeitz,Germany,51.0478,12.1383,Pharmacy,Institution,Diaxolol,Antiseptics,360.0,765,275400.0,January,2019,Sheila Stones,Britanny Bold,Delta,High
Gerlach LLC ,Schimmel-Waelchi Pharma Plc,Garbsen,Germany,52.4183,9.5981,Pharmacy,Institution,Relenvice,Antimalarial,2.0,459,918.0,January,2019,Stella Given,Alisha Cordwell,Charlie,Low
